,rider_code,nb_race_climb,nb_win_climb,nb_pod_climb,nb_top10_climb,pts_climb,avg_rnk_climb,pct_win_climb,pct_pod_climb,pct_top10_climb,avg_pts_climb
235,bruno-armirail,129,0,1,2,111.0,81.24324324324324,0.0,0.007751937984496124,0.015503875968992248,0.8604651162790697
236,robert-gesink,135,0,1,2,185.0,57.526315789473685,0.0,0.007407407407407408,0.014814814814814815,1.3703703703703705
237,ilan-van-wilder,62,0,1,5,142.0,43.129629629629626,0.0,0.016129032258064516,0.08064516129032258,2.2903225806451615
238,christopher-froome,99,0,1,1,62.0,90.41304347826087,0.0,0.010101010101010102,0.010101010101010102,0.6262626262626263
239,simon-geschke,166,0,1,10,418.0,62.158940397350996,0.0,0.006024096385542169,0.060240963855421686,2.5180722891566263
240,oscar-rodriguez,99,0,2,8,186.0,54.1063829787234,0.0,0.020202020202020204,0.08080808080808081,1.878787878787879
241,jonas-vingegaard-rasmussen,100,6,14,30,1257.0,39.55789473684211,0.06,0.14,0.3,12.57
242,santiago-buitrago-sanchez,68,1,3,4,219.0,54.13333333333333,0.014705882352941176,0.04411764705882353,0.058823529411764705,3.2205882352941178
243,chad-haga,104,0,0,0,23.0,96.45652173913044,0.0,0.0,0.0,0.22115384615384615
244,anthony-perez,116,2,3,5,385.0,77.85840707964601,0.017241379310344827,0.02586206896551724,0.04310344827586207,3.3189655172413794
245,michel-ries,66,0,0,3,100.0,68.68333333333334,0.0,0.0,0.045454545454545456,1.5151515151515151
246,steff-cras,116,0,0,5,150.0,49.067961165048544,0.0,0.0,0.04310344827586207,1.293103448275862
247,lukasz-owsian,141,0,0,1,129.0,69.45038167938931,0.0,0.0,0.0070921985815602835,0.9148936170212766
248,lawson-craddock,122,0,1,6,170.0,83.45945945945945,0.0,0.00819672131147541,0.04918032786885246,1.3934426229508197
249,jose-joaquin-rojas,147,0,1,5,225.0,52.67625899280576,0.0,0.006802721088435374,0.034013605442176874,1.530612244897959
