,Rnk,BIB,H2H,Rider,Age,Team,UCI,Pnt,Time,race_code,,Avg
1939,DNF,186,,OWSIAN ŁukaszCCC Team,29,CCC Team,,,-,la-fleche-wallone/2019,,
1940,DNF,153,,"LE TURNIER MathiasCofidis, Solutions Crédits",24,"Cofidis, Solutions Crédits",,,-,la-fleche-wallone/2019,,
1941,DNF,158,,"CLAEYS DimitriCofidis, Solutions Crédits",31,"Cofidis, Solutions Crédits",,,-,la-fleche-wallone/2019,,
1942,DNF,107,,VINCENT LéoGroupama - FDJ,23,Groupama - FDJ,,,-,la-fleche-wallone/2019,,
1943,DNF,33,,GRMAY TsgabuMitchelton-Scott,27,Mitchelton-Scott,,,-,la-fleche-wallone/2019,,
1944,DNF,37,,SMITH DionMitchelton-Scott,26,Mitchelton-Scott,,,-,la-fleche-wallone/2019,,
1945,DNF,32,,ALBASINI MichaelMitchelton-Scott,38,Mitchelton-Scott,,,-,la-fleche-wallone/2019,,
1946,DNF,36,,SCHULTZ NickMitchelton-Scott,24,Mitchelton-Scott,,,-,la-fleche-wallone/2019,,
1947,DNF,31,,YATES AdamMitchelton-Scott,26,Mitchelton-Scott,,,-,la-fleche-wallone/2019,,
1948,DNF,35,,IMPEY DarylMitchelton-Scott,34,Mitchelton-Scott,,,-,la-fleche-wallone/2019,,
1949,DNF,132,,CRAS SteffTeam Katusha Alpecin,23,Team Katusha Alpecin,,,-,la-fleche-wallone/2019,,
1950,DNF,137,,STRAKHOV DmitryTeam Katusha Alpecin,23,Team Katusha Alpecin,,,-,la-fleche-wallone/2019,,
1951,DNF,136,,SMIT WillieTeam Katusha Alpecin,26,Team Katusha Alpecin,,,-,la-fleche-wallone/2019,,
1952,DNF,196,,MANNION GavinRally UHC Cycling,27,Rally UHC Cycling,,,-,la-fleche-wallone/2019,,
1953,DNF,194,,DE VOS AdamRally UHC Cycling,25,Rally UHC Cycling,,,-,la-fleche-wallone/2019,,
1954,DNF,191,,MCNULTY BrandonRally UHC Cycling,21,Rally UHC Cycling,,,-,la-fleche-wallone/2019,,
1955,DNF,197,,TUFT SveinRally UHC Cycling,41,Rally UHC Cycling,,,-,la-fleche-wallone/2019,,
1956,DNF,111,,MARTIN DanUAE Team Emirates,32,UAE Team Emirates,,,-,la-fleche-wallone/2019,,
1957,DNF,116,,SUTHERLAND RoryUAE Team Emirates,37,UAE Team Emirates,,,-,la-fleche-wallone/2019,,
1958,DNF,114,,MORI ManueleUAE Team Emirates,38,UAE Team Emirates,,,-,la-fleche-wallone/2019,,
1959,DNF,55,,FELLINE FabioTrek - Segafredo,29,Trek - Segafredo,,,-,la-fleche-wallone/2019,,
1960,DNF,54,,CONCI NicolaTrek - Segafredo,22,Trek - Segafredo,,,-,la-fleche-wallone/2019,,
1961,DNF,93,,JANSE VAN RENSBURG JacquesTeam Dimension Data,31,Team Dimension Data,,,-,la-fleche-wallone/2019,,
1962,DNF,91,,KREUZIGER RomanTeam Dimension Data,32,Team Dimension Data,,,-,la-fleche-wallone/2019,,
1963,DNF,96,,THOMSON Jay RobertTeam Dimension Data,33,Team Dimension Data,,,-,la-fleche-wallone/2019,,
1964,DNF,94,,KING BenTeam Dimension Data,30,Team Dimension Data,,,-,la-fleche-wallone/2019,,
1965,DNF,6,,SERRY PieterDeceuninck - Quick Step,30,Deceuninck - Quick Step,,,-,la-fleche-wallone/2019,,
1966,DNF,2,,CAVAGNA RémiDeceuninck - Quick Step,23,Deceuninck - Quick Step,,,-,la-fleche-wallone/2019,,
1967,DNF,4,,HONORÉ Mikkel FrølichDeceuninck - Quick Step,22,Deceuninck - Quick Step,,,-,la-fleche-wallone/2019,,
1968,DNF,149,,ROOSEN TimoTeam Jumbo-Visma,26,Team Jumbo-Visma,,,-,la-fleche-wallone/2019,,
1969,DNF,145,,HOFSTEDE LennardTeam Jumbo-Visma,24,Team Jumbo-Visma,,,-,la-fleche-wallone/2019,,
1970,DNF,146,,LINDEMAN Bert-JanTeam Jumbo-Visma,29,Team Jumbo-Visma,,,-,la-fleche-wallone/2019,,
1971,DNF,43,,FRÖHLINGER JohannesTeam Sunweb,33,Team Sunweb,,,-,la-fleche-wallone/2019,,
1972,DNF,46,,STORK FlorianTeam Sunweb,21,Team Sunweb,,,-,la-fleche-wallone/2019,,
1973,DNF,44,,KÄMNA LennardTeam Sunweb,22,Team Sunweb,,,-,la-fleche-wallone/2019,,
1974,DNF,128,,IZAGIRRE IonAstana Pro Team,30,Astana Pro Team,,,-,la-fleche-wallone/2019,,
1975,DNF,71,,SAGAN PeterBORA - hansgrohe,29,BORA - hansgrohe,,,-,la-fleche-wallone/2019,,
1976,DNF,82,,DE LA CRUZ DavidTeam Sky,29,Team Sky,,,-,la-fleche-wallone/2019,,
1977,DNF,83,,DUNBAR EddieTeam Sky,22,Team Sky,,,-,la-fleche-wallone/2019,,
1978,DNF,86,,ROSA DiegoTeam Sky,30,Team Sky,,,-,la-fleche-wallone/2019,,
1979,DNF,84,,GOŁAŚ MichałTeam Sky,34,Team Sky,,,-,la-fleche-wallone/2019,,
1980,DNF,201,,VAN GESTEL DriesSport Vlaanderen - Baloise,24,Sport Vlaanderen - Baloise,,,-,la-fleche-wallone/2019,,
1981,DNF,203,,PLANCKAERT EmielSport Vlaanderen - Baloise,22,Sport Vlaanderen - Baloise,,,-,la-fleche-wallone/2019,,
1982,DNF,205,,VAN GOMPEL MathiasSport Vlaanderen - Baloise,23,Sport Vlaanderen - Baloise,,,-,la-fleche-wallone/2019,,
1983,DNF,206,,VAN ROOY KennethSport Vlaanderen - Baloise,25,Sport Vlaanderen - Baloise,,,-,la-fleche-wallone/2019,,
1984,DNF,234,,MORTIER JulienWallonie-Bruxelles,21,Wallonie-Bruxelles,,,-,la-fleche-wallone/2019,,
1985,DNF,233,,MOLLY KennyWallonie-Bruxelles,22,Wallonie-Bruxelles,,,-,la-fleche-wallone/2019,,
1986,DNF,232,,ISTA KevynWallonie-Bruxelles,34,Wallonie-Bruxelles,,,-,la-fleche-wallone/2019,,
1987,DNF,216,,KREDER WesleyWanty - Gobert Cycling Team,28,Wanty - Gobert Cycling Team,,,-,la-fleche-wallone/2019,,
1988,DNF,212,,DE CLERCQ BartWanty - Gobert Cycling Team,32,Wanty - Gobert Cycling Team,,,-,la-fleche-wallone/2019,,
1989,DNF,15,,CASTRILLO JaimeMovistar Team,23,Movistar Team,,,-,la-fleche-wallone/2019,,
1990,DNF,16,,ERVITI ImanolMovistar Team,35,Movistar Team,,,-,la-fleche-wallone/2019,,
1991,DNF,247,,SÁEZ HéctorEuskadi Basque Country - Murias,25,Euskadi Basque Country - Murias,,,-,la-fleche-wallone/2019,,
1992,DNF,241,,RODRÍGUEZ ÓscarEuskadi Basque Country - Murias,23,Euskadi Basque Country - Murias,,,-,la-fleche-wallone/2019,,
1993,DNF,249,,RODRÍGUEZ SergioEuskadi Basque Country - Murias,27,Euskadi Basque Country - Murias,,,-,la-fleche-wallone/2019,,
1994,DNF,246,,IRIZAR JulenEuskadi Basque Country - Murias,24,Euskadi Basque Country - Murias,,,-,la-fleche-wallone/2019,,
1995,DNF,243,,BARTHE CyrilEuskadi Basque Country - Murias,23,Euskadi Basque Country - Murias,,,-,la-fleche-wallone/2019,,
1996,DNF,242,,BARRENETXEA AnderEuskadi Basque Country - Murias,27,Euskadi Basque Country - Murias,,,-,la-fleche-wallone/2019,,
1997,DNF,229,,SAGIV GuyIsrael Cycling Academy,24,Israel Cycling Academy,,,-,la-fleche-wallone/2019,,
1998,DNF,221,,HERMANS BenIsrael Cycling Academy,32,Israel Cycling Academy,,,-,la-fleche-wallone/2019,,
1999,DNF,228,,CARISEY ClémentIsrael Cycling Academy,27,Israel Cycling Academy,,,-,la-fleche-wallone/2019,,
2000,DNF,223,,ÁVILA EdwinIsrael Cycling Academy,29,Israel Cycling Academy,,,-,la-fleche-wallone/2019,,
2001,DNF,222,,GEBREMEDHIN AwetIsrael Cycling Academy,27,Israel Cycling Academy,,,-,la-fleche-wallone/2019,,
2002,DNF,162,,BOLE GregaBahrain Merida,33,Bahrain Merida,,,-,la-fleche-wallone/2019,,
2003,DNF,169,,HAUSSLER HeinrichBahrain Merida,35,Bahrain Merida,,,-,la-fleche-wallone/2019,,
2004,DNF,166,,POZZOVIVO DomenicoBahrain Merida,36,Bahrain Merida,,,-,la-fleche-wallone/2019,,
2005,DNF,165,,PIBERNIK LukaBahrain Merida,25,Bahrain Merida,,,-,la-fleche-wallone/2019,,
2006,DNF,175,,CRADDOCK LawsonEF Education First,27,EF Education First,,,-,la-fleche-wallone/2019,,
2007,DNF,179,,WHELAN JamesEF Education First,22,EF Education First,,,-,la-fleche-wallone/2019,,
2008,DNF,176,,HOWES AlexEF Education First,31,EF Education First,,,-,la-fleche-wallone/2019,,
2009,,,,,,,,,,liege-bastogne-liege/2019,,
2010,1,71,,FUGLSANG JakobAstana Pro Team,34,Astana Pro Team,500,275,6:37:37,liege-bastogne-liege/2019,,
2011,2,44,,FORMOLO DavideBORA - hansgrohe,26,BORA - hansgrohe,400,200,0:270:27,liege-bastogne-liege/2019,,
2012,3,41,,SCHACHMANN MaximilianBORA - hansgrohe,25,BORA - hansgrohe,325,150,0:570:57,liege-bastogne-liege/2019,,
2013,4,51,,YATES AdamMitchelton-Scott,26,Mitchelton-Scott,275,120,",,0:57",liege-bastogne-liege/2019,,
2014,5,11,,WOODS MichaelEF Education First,32,EF Education First,225,100,",,0:57",liege-bastogne-liege/2019,,
2015,6,171,,GAUDU DavidGroupama - FDJ,22,Groupama - FDJ,175,90,",,0:57",liege-bastogne-liege/2019,,
2016,7,106,,LANDA MikelMovistar Team,29,Movistar Team,150,80,",,0:57",liege-bastogne-liege/2019,,
2017,8,31,,NIBALI VincenzoBahrain Merida,34,Bahrain Merida,125,70,1:001:00,liege-bastogne-liege/2019,,
2018,9,37,,TEUNS DylanBahrain Merida,27,Bahrain Merida,100,60,1:051:05,liege-bastogne-liege/2019,,
2019,10,66,,POELS WoutTeam Sky,31,Team Sky,85,50,1:261:26,liege-bastogne-liege/2019,,
2020,11,81,,WELLENS TimLotto Soudal,27,Lotto Soudal,70,46,1:291:29,liege-bastogne-liege/2019,,
2021,12,61,,KWIATKOWSKI MichałTeam Sky,28,Team Sky,60,42,",,1:29",liege-bastogne-liege/2019,,
2022,13,45,,KONRAD PatrickBORA - hansgrohe,27,BORA - hansgrohe,50,38,",,1:29",liege-bastogne-liege/2019,,
2023,14,46,,MCCARTHY JayBORA - hansgrohe,26,BORA - hansgrohe,40,34,",,1:29",liege-bastogne-liege/2019,,
2024,15,104,,BETANCUR CarlosMovistar Team,29,Movistar Team,35,30,",,1:29",liege-bastogne-liege/2019,,
2025,16,1,,ALAPHILIPPE JulianDeceuninck - Quick Step,26,Deceuninck - Quick Step,30,28,",,1:29",liege-bastogne-liege/2019,,
2026,17,153,,DE PLUS LaurensTeam Jumbo-Visma,23,Team Jumbo-Visma,30,26,",,1:29",liege-bastogne-liege/2019,,
2027,18,125,,POGAČAR TadejUAE Team Emirates,20,UAE Team Emirates,30,24,",,1:29",liege-bastogne-liege/2019,,
2028,19,191,,MARTIN GuillaumeWanty - Gobert Cycling Team,25,Wanty - Gobert Cycling Team,30,22,",,1:29",liege-bastogne-liege/2019,,
2029,20,17,,MARTÍNEZ Daniel FelipeEF Education First,23,EF Education First,30,20,",,1:29",liege-bastogne-liege/2019,,
2030,21,21,,BARDET RomainAG2R La Mondiale,28,AG2R La Mondiale,20,19,",,1:29",liege-bastogne-liege/2019,,
2031,22,147,,ZAKARIN IlnurTeam Katusha Alpecin,29,Team Katusha Alpecin,20,18,",,1:29",liege-bastogne-liege/2019,,
2032,23,55,,IMPEY DarylMitchelton-Scott,34,Mitchelton-Scott,20,17,2:092:09,liege-bastogne-liege/2019,,
2033,24,115,,"PEREZ AnthonyCofidis, Solutions Crédits",28,"Cofidis, Solutions Crédits",20,16,",,2:09",liege-bastogne-liege/2019,,
2034,25,175,,MOLARD RudyGroupama - FDJ,29,Groupama - FDJ,20,15,",,2:09",liege-bastogne-liege/2019,,
2035,26,161,,SKUJIŅŠ TomsTrek - Segafredo,27,Trek - Segafredo,20,14,",,2:09",liege-bastogne-liege/2019,,
2036,27,83,,LAMBRECHT BjorgLotto Soudal,22,Lotto Soudal,20,13,",,2:09",liege-bastogne-liege/2019,,
2037,28,111,,"HERRADA JesúsCofidis, Solutions Crédits",28,"Cofidis, Solutions Crédits",20,12,",,2:09",liege-bastogne-liege/2019,,
2038,29,123,,HENAO SergioUAE Team Emirates,31,UAE Team Emirates,20,11,2:122:12,liege-bastogne-liege/2019,,
2039,30,92,,BAKELANTS JanTeam Sunweb,33,Team Sunweb,20,10,2:132:13,liege-bastogne-liege/2019,,
2040,31,174,,MADOUAS ValentinGroupama - FDJ,22,Groupama - FDJ,10,9,2:152:15,liege-bastogne-liege/2019,,
2041,32,16,,KANGERT TanelEF Education First,32,EF Education First,10,8,2:172:17,liege-bastogne-liege/2019,,
2042,33,73,,IZAGIRRE GorkaAstana Pro Team,31,Astana Pro Team,10,7,2:262:26,liege-bastogne-liege/2019,,
2043,34,163,,CICCONE GiulioTrek - Segafredo,24,Trek - Segafredo,10,6,2:282:28,liege-bastogne-liege/2019,,
2044,35,91,,MATTHEWS MichaelTeam Sunweb,28,Team Sunweb,10,5,3:033:03,liege-bastogne-liege/2019,,
2045,36,34,,MOHORIČ MatejBahrain Merida,24,Bahrain Merida,10,5,3:153:15,liege-bastogne-liege/2019,,
2046,37,194,,EIKING Odd ChristianWanty - Gobert Cycling Team,24,Wanty - Gobert Cycling Team,10,5,3:343:34,liege-bastogne-liege/2019,,
2047,38,141,,BATTAGLIN EnricoTeam Katusha Alpecin,29,Team Katusha Alpecin,10,5,",,3:34",liege-bastogne-liege/2019,,
2048,39,127,,ULISSI DiegoUAE Team Emirates,29,UAE Team Emirates,10,5,",,3:34",liege-bastogne-liege/2019,,
2049,40,14,,CLARKE SimonEF Education First,32,EF Education First,10,5,",,3:34",liege-bastogne-liege/2019,,
2050,41,133,,DE MARCHI AlessandroCCC Team,32,CCC Team,10,5,3:373:37,liege-bastogne-liege/2019,,
2051,42,241,,LIETAER EliotWallonie-Bruxelles,28,Wallonie-Bruxelles,10,5,4:114:11,liege-bastogne-liege/2019,,
2052,43,185,,SLAGTER Tom-JelteTeam Dimension Data,29,Team Dimension Data,10,5,",,4:11",liege-bastogne-liege/2019,,
2053,44,107,,VERONA CarlosMovistar Team,26,Movistar Team,10,5,",,4:11",liege-bastogne-liege/2019,,
2054,45,24,,COSNEFROY BenoîtAG2R La Mondiale,23,AG2R La Mondiale,10,5,",,4:11",liege-bastogne-liege/2019,,
2055,46,15,,CRADDOCK LawsonEF Education First,27,EF Education First,10,5,",,4:11",liege-bastogne-liege/2019,,
2056,47,77,,VILLELLA DavideAstana Pro Team,27,Astana Pro Team,10,5,6:056:05,liege-bastogne-liege/2019,,
2057,48,235,,PACHER QuentinVital Concept - B&B Hotels,27,Vital Concept - B&B Hotels,10,5,6:536:53,liege-bastogne-liege/2019,,
2058,49,64,,GEOGHEGAN HART TaoTeam Sky,24,Team Sky,10,5,6:566:56,liege-bastogne-liege/2019,,
2059,50,93,,DUMOULIN TomTeam Sunweb,28,Team Sunweb,10,5,",,6:56",liege-bastogne-liege/2019,,
2060,51,95,,HIRSCHI MarcTeam Sunweb,20,Team Sunweb,5,5,",,6:56",liege-bastogne-liege/2019,,
2061,52,131,,VAN AVERMAET GregCCC Team,33,CCC Team,5,5,",,6:56",liege-bastogne-liege/2019,,
2062,53,42,,BENEDETTI CesareBORA - hansgrohe,31,BORA - hansgrohe,5,5,8:228:22,liege-bastogne-liege/2019,,
2063,54,72,,FRAILE OmarAstana Pro Team,28,Astana Pro Team,5,5,9:209:20,liege-bastogne-liege/2019,,
2064,55,76,,SÁNCHEZ Luis LeónAstana Pro Team,35,Astana Pro Team,5,5,",,9:20",liege-bastogne-liege/2019,,
2065,56,74,,IZAGIRRE IonAstana Pro Team,30,Astana Pro Team,3,5,",,9:20",liege-bastogne-liege/2019,,
2066,57,33,,CARUSO DamianoBahrain Merida,31,Bahrain Merida,3,5,",,9:20",liege-bastogne-liege/2019,,
2067,58,2,,GILBERT PhilippeDeceuninck - Quick Step,36,Deceuninck - Quick Step,3,5,",,9:20",liege-bastogne-liege/2019,,
2068,59,5,,MAS EnricDeceuninck - Quick Step,24,Deceuninck - Quick Step,3,5,",,9:20",liege-bastogne-liege/2019,,
2069,60,54,,HOWSON DamienMitchelton-Scott,26,Mitchelton-Scott,3,5,",,9:20",liege-bastogne-liege/2019,,
2070,61,164,,CONCI NicolaTrek - Segafredo,22,Trek - Segafredo,,5,",,9:20",liege-bastogne-liege/2019,,
2071,62,224,,SPRENGERS ThomasSport Vlaanderen - Baloise,29,Sport Vlaanderen - Baloise,,5,9:489:48,liege-bastogne-liege/2019,,
2072,63,97,,VERVAEKE LouisTeam Sunweb,25,Team Sunweb,,5,",,9:48",liege-bastogne-liege/2019,,
2073,64,25,,PARET-PEINTRE AurélienAG2R La Mondiale,23,AG2R La Mondiale,,5,",,9:48",liege-bastogne-liege/2019,,
2074,65,146,,STRAKHOV DmitryTeam Katusha Alpecin,23,Team Katusha Alpecin,,5,10:3610:36,liege-bastogne-liege/2019,,
2075,66,27,,WARBASSE LarryAG2R La Mondiale,28,AG2R La Mondiale,,5,",,10:36",liege-bastogne-liege/2019,,
2076,67,62,,DE LA CRUZ DavidTeam Sky,29,Team Sky,,5,11:3211:32,liege-bastogne-liege/2019,,
2077,68,103,,ANACONA WinnerMovistar Team,30,Movistar Team,,5,11:5911:59,liege-bastogne-liege/2019,,
2078,69,85,,MONFORT MaximeLotto Soudal,36,Lotto Soudal,,5,",,11:59",liege-bastogne-liege/2019,,
2079,70,52,,ALBASINI MichaelMitchelton-Scott,38,Mitchelton-Scott,,5,",,11:59",liege-bastogne-liege/2019,,
2080,71,102,,AMADOR AndreyMovistar Team,32,Movistar Team,,5,",,11:59",liege-bastogne-liege/2019,,
2081,72,39,,NIBALI AntonioBahrain Merida,26,Bahrain Merida,,5,",,11:59",liege-bastogne-liege/2019,,
2082,73,142,,GONÇALVES JoséTeam Katusha Alpecin,30,Team Katusha Alpecin,,5,13:1113:11,liege-bastogne-liege/2019,,
2083,74,65,,GOŁAŚ MichałTeam Sky,34,Team Sky,,5,",,13:11",liege-bastogne-liege/2019,,
2084,75,63,,DUNBAR EddieTeam Sky,22,Team Sky,,5,",,13:11",liege-bastogne-liege/2019,,
2085,76,22,,CHEREL MikaëlAG2R La Mondiale,33,AG2R La Mondiale,,5,",,13:11",liege-bastogne-liege/2019,,
2086,77,134,,KOCH JonasCCC Team,25,CCC Team,,5,",,13:11",liege-bastogne-liege/2019,,
2087,78,152,,BOUWMAN KoenTeam Jumbo-Visma,25,Team Jumbo-Visma,,5,",,13:11",liege-bastogne-liege/2019,,
2088,79,181,,KREUZIGER RomanTeam Dimension Data,32,Team Dimension Data,,5,",,13:11",liege-bastogne-liege/2019,,
2089,80,67,,PUCCIO SalvatoreTeam Sky,29,Team Sky,,5,",,13:11",liege-bastogne-liege/2019,,
2090,81,145,,POLITT NilsTeam Katusha Alpecin,25,Team Katusha Alpecin,,5,",,13:11",liege-bastogne-liege/2019,,
2091,82,113,,"MATÉ Luis ÁngelCofidis, Solutions Crédits",35,"Cofidis, Solutions Crédits",,5,",,13:11",liege-bastogne-liege/2019,,
2092,83,156,,MARTENS PaulTeam Jumbo-Visma,35,Team Jumbo-Visma,,5,",,13:11",liege-bastogne-liege/2019,,
2093,84,155,,LINDEMAN Bert-JanTeam Jumbo-Visma,29,Team Jumbo-Visma,,5,",,13:11",liege-bastogne-liege/2019,,
2094,85,184,,KING BenTeam Dimension Data,30,Team Dimension Data,,5,17:3917:39,liege-bastogne-liege/2019,,
2095,86,143,,HAAS NathanTeam Katusha Alpecin,30,Team Katusha Alpecin,,5,",,17:39",liege-bastogne-liege/2019,,
2096,87,243,,JULES JustinWallonie-Bruxelles,32,Wallonie-Bruxelles,,5,",,17:39",liege-bastogne-liege/2019,,
2097,88,132,,ČERNÝ JosefCCC Team,25,CCC Team,,5,",,17:39",liege-bastogne-liege/2019,,
2098,89,167,,STETINA PeterTrek - Segafredo,31,Trek - Segafredo,,5,",,17:39",liege-bastogne-liege/2019,,
2099,90,84,,MARCZYŃSKI TomaszLotto Soudal,35,Lotto Soudal,,5,",,17:39",liege-bastogne-liege/2019,,
2100,91,6,,SERRY PieterDeceuninck - Quick Step,30,Deceuninck - Quick Step,,5,",,17:39",liege-bastogne-liege/2019,,
2101,92,105,,ERVITI ImanolMovistar Team,35,Movistar Team,,5,",,17:39",liege-bastogne-liege/2019,,
2102,93,206,,SICARD RomainTeam Total Direct Energie,31,Team Total Direct Energie,,5,",,17:39",liege-bastogne-liege/2019,,
2103,94,7,,VAKOČ PetrDeceuninck - Quick Step,26,Deceuninck - Quick Step,,5,",,17:39",liege-bastogne-liege/2019,,
2104,95,23,,CHEVRIER ClémentAG2R La Mondiale,26,AG2R La Mondiale,,5,24:1224:12,liege-bastogne-liege/2019,,
2105,96,213,,HARDY RomainTeam Arkéa Samsic,30,Team Arkéa Samsic,,5,",,24:12",liege-bastogne-liege/2019,,
2106,97,35,,PIBERNIK LukaBahrain Merida,25,Bahrain Merida,,5,",,24:12",liege-bastogne-liege/2019,,
2107,98,144,,KOCHETKOV PavelTeam Katusha Alpecin,33,Team Katusha Alpecin,,5,",,24:12",liege-bastogne-liege/2019,,
2108,99,233,,COURTEILLE ArnaudVital Concept - B&B Hotels,30,Vital Concept - B&B Hotels,,5,",,24:12",liege-bastogne-liege/2019,,
2109,100,183,,JANSE VAN RENSBURG JacquesTeam Dimension Data,31,Team Dimension Data,,5,",,24:12",liege-bastogne-liege/2019,,
2110,101,43,,BURGHARDT MarcusBORA - hansgrohe,35,BORA - hansgrohe,,5,",,24:12",liege-bastogne-liege/2019,,
2111,DNF,26,,VUILLERMOZ AlexisAG2R La Mondiale,30,AG2R La Mondiale,,,-,liege-bastogne-liege/2019,,
2112,DNF,137,,TEN DAM LaurensCCC Team,38,CCC Team,,,-,liege-bastogne-liege/2019,,
2113,DNF,136,,ROSSKOPF JoeyCCC Team,29,CCC Team,,,-,liege-bastogne-liege/2019,,
2114,DNF,135,,PAUWELS SergeCCC Team,35,CCC Team,,,-,liege-bastogne-liege/2019,,
2115,DNF,212,,DELAPLACE AnthonyTeam Arkéa Samsic,29,Team Arkéa Samsic,,,-,liege-bastogne-liege/2019,,
2116,DNF,214,,LEDANOIS KévinTeam Arkéa Samsic,25,Team Arkéa Samsic,,,-,liege-bastogne-liege/2019,,
2117,DNF,211,,GESBERT ÉlieTeam Arkéa Samsic,23,Team Arkéa Samsic,,,-,liege-bastogne-liege/2019,,
2118,DNF,215,,MAISON JérémyTeam Arkéa Samsic,25,Team Arkéa Samsic,,,-,liege-bastogne-liege/2019,,
2119,DNF,216,,MOINARD AmaëlTeam Arkéa Samsic,37,Team Arkéa Samsic,,,-,liege-bastogne-liege/2019,,
2120,DNF,217,,VACHON FlorianTeam Arkéa Samsic,34,Team Arkéa Samsic,,,-,liege-bastogne-liege/2019,,
2121,DNF,116,,"PÉRICHON Pierre-LucCofidis, Solutions Crédits",32,"Cofidis, Solutions Crédits",,,-,liege-bastogne-liege/2019,,
2122,DNF,117,,"SIMON JulienCofidis, Solutions Crédits",33,"Cofidis, Solutions Crédits",,,-,liege-bastogne-liege/2019,,
2123,DNF,112,,"LE TURNIER MathiasCofidis, Solutions Crédits",24,"Cofidis, Solutions Crédits",,,-,liege-bastogne-liege/2019,,
2124,DNF,114,,"MATHIS MarcoCofidis, Solutions Crédits",25,"Cofidis, Solutions Crédits",,,-,liege-bastogne-liege/2019,,
2125,DNF,205,,OURSELIN PaulTeam Total Direct Energie,25,Team Total Direct Energie,,,-,liege-bastogne-liege/2019,,
2126,DNF,201,,CALMEJANE LilianTeam Total Direct Energie,26,Team Total Direct Energie,,,-,liege-bastogne-liege/2019,,
2127,DNF,204,,NAULEAU BryanTeam Total Direct Energie,31,Team Total Direct Energie,,,-,liege-bastogne-liege/2019,,
2128,DNF,203,,HIVERT JonathanTeam Total Direct Energie,34,Team Total Direct Energie,,,-,liege-bastogne-liege/2019,,
2129,DNF,207,,TULIK AngéloTeam Total Direct Energie,28,Team Total Direct Energie,,,-,liege-bastogne-liege/2019,,
2130,DNF,202,,GRELLIER FabienTeam Total Direct Energie,24,Team Total Direct Energie,,,-,liege-bastogne-liege/2019,,
2131,DNF,177,,VAUGRENARD BenoîtGroupama - FDJ,37,Groupama - FDJ,,,-,liege-bastogne-liege/2019,,
2132,DNF,176,,SEIGLE RomainGroupama - FDJ,24,Groupama - FDJ,,,-,liege-bastogne-liege/2019,,
2133,DNF,173,,LUDVIGSSON TobiasGroupama - FDJ,28,Groupama - FDJ,,,-,liege-bastogne-liege/2019,,
2134,DNF,172,,BONNET WilliamGroupama - FDJ,36,Groupama - FDJ,,,-,liege-bastogne-liege/2019,,
2135,DNF,57,,SMITH DionMitchelton-Scott,26,Mitchelton-Scott,,,-,liege-bastogne-liege/2019,,
2136,DNF,56,,SCHULTZ NickMitchelton-Scott,24,Mitchelton-Scott,,,-,liege-bastogne-liege/2019,,
2137,DNF,53,,BEWLEY SamMitchelton-Scott,31,Mitchelton-Scott,,,-,liege-bastogne-liege/2019,,
2138,DNF,126,,SUTHERLAND RoryUAE Team Emirates,37,UAE Team Emirates,,,-,liege-bastogne-liege/2019,,
2139,DNF,124,,MORI ManueleUAE Team Emirates,38,UAE Team Emirates,,,-,liege-bastogne-liege/2019,,
2140,DNF,122,,COSTA RuiUAE Team Emirates,32,UAE Team Emirates,,,-,liege-bastogne-liege/2019,,
2141,DNF,121,,MARTIN DanUAE Team Emirates,32,UAE Team Emirates,,,-,liege-bastogne-liege/2019,,
2142,DNF,165,,FELLINE FabioTrek - Segafredo,29,Trek - Segafredo,,,-,liege-bastogne-liege/2019,,
2143,DNF,162,,BERNARD JulienTrek - Segafredo,27,Trek - Segafredo,,,-,liege-bastogne-liege/2019,,
2144,DNF,166,,GOGL MichaelTrek - Segafredo,25,Trek - Segafredo,,,-,liege-bastogne-liege/2019,,
2145,DNF,182,,GASPAROTTO EnricoTeam Dimension Data,37,Team Dimension Data,,,-,liege-bastogne-liege/2019,,
2146,DNF,187,,VALGREN MichaelTeam Dimension Data,27,Team Dimension Data,,,-,liege-bastogne-liege/2019,,
2147,DNF,186,,THOMSON Jay RobertTeam Dimension Data,33,Team Dimension Data,,,-,liege-bastogne-liege/2019,,
2148,DNF,4,,DEVENYNS DriesDeceuninck - Quick Step,35,Deceuninck - Quick Step,,,-,liege-bastogne-liege/2019,,
2149,DNF,3,,CAVAGNA RémiDeceuninck - Quick Step,23,Deceuninck - Quick Step,,,-,liege-bastogne-liege/2019,,
2150,DNF,151,,GESINK RobertTeam Jumbo-Visma,32,Team Jumbo-Visma,,,-,liege-bastogne-liege/2019,,
2151,DNF,157,,TOLHOEK AntwanTeam Jumbo-Visma,24,Team Jumbo-Visma,,,-,liege-bastogne-liege/2019,,
2152,DNF,154,,LEEZER TomTeam Jumbo-Visma,33,Team Jumbo-Visma,,,-,liege-bastogne-liege/2019,,
2153,DNF,94,,HAMILTON ChrisTeam Sunweb,23,Team Sunweb,,,-,liege-bastogne-liege/2019,,
2154,DNF,96,,POWER RobertTeam Sunweb,23,Team Sunweb,,,-,liege-bastogne-liege/2019,,
2155,DNF,75,,LUTSENKO AlexeyAstana Pro Team,26,Astana Pro Team,,,-,liege-bastogne-liege/2019,,
2156,DNF,47,,MÜHLBERGER GregorBORA - hansgrohe,25,BORA - hansgrohe,,,-,liege-bastogne-liege/2019,,
